match_id,side,lineup_strength,known_share
29075,a,0.22913431198014209,1.0
29075,h,0.18123028513298842,0.9334006054490414
29076,a,0.2501998197293899,0.9879154078549849
29076,h,0.15994073513266677,0.36363636363636365
29077,a,0.3327580976650264,1.0
29077,h,0.2315352513545107,0.8415741675075681
29078,a,0.3018313197335812,0.9081632653061225
29078,h,0.260313993317838,0.8929292929292929
29079,a,0.26120233160679684,0.7646464646464647
29079,h,0.25888837492456107,1.0
29080,a,0.30213577183586865,0.9777777777777777
29080,h,0.25232568127921023,1.0
29081,a,0.2813084240070336,0.8909090909090909
29081,h,0.20864972922607278,1.0
29082,a,0.12980437752766652,0.33804238143289606
29082,h,0.2449691602966256,1.0
29083,a,0.19399085782189063,0.9090909090909091
29083,h,0.28628418638282077,0.45454545454545453
29084,a,0.24997065288186307,1.0
29084,h,0.33025716926462817,1.0
29085,a,0.15878023737429325,0.3639112903225806
29085,h,0.3074293004486392,1.0
29086,a,0.17677817790400652,0.9254032258064516
29086,h,0.24591547943823214,1.0
29087,a,0.33548421404104045,0.929364278506559
29087,h,0.161608750529969,0.8383838383838383
29088,a,0.2523682514398434,0.44242424242424244
29088,h,0.2958946681575072,0.906054279749478
29089,a,0.2588636439651034,1.0
29089,h,0.17691746664227617,0.9092741935483871
29090,a,0.25702961255154905,1.0
29090,h,0.1718920801330812,0.5408678102926338
29091,a,0.14946247137854682,0.8868686868686869
29091,h,0.27773424578213535,0.8181818181818182
29092,a,0.2468700027992556,0.8366935483870968
29092,h,0.280464038309434,0.8747474747474747
29093,a,0.20900746178339694,1.0
29093,h,0.26694011334629925,1.0
29094,a,0.2692029402006302,0.9091826437941474
29094,h,0.15961643458977823,0.2808080808080808
29095,a,0.34849423286323433,1.0
29095,h,0.2649710182000486,0.8404040404040404
29096,a,0.24188342819429565,1.0
29096,h,0.24523218023730298,1.0
29097,a,0.23053133152163666,1.0
29097,h,0.3792917118031255,0.9273461150353178
29098,a,0.18440374918030064,0.494949494949495
29098,h,0.26524522973418846,1.0
29099,a,0.27711090103321884,1.0
29099,h,0.267366495291093,1.0
29100,a,0.3065184733592609,0.9091826437941474
29100,h,0.29512839135505664,0.8940464177598385
29101,a,0.27817542088145014,0.8272727272727273
29101,h,0.2491335659171285,1.0
29102,a,0.40688080205707006,0.9535353535353536
29102,h,0.20924324264093125,1.0
29103,a,0.16779132220134355,0.9090909090909091
29103,h,0.2510051518884887,0.4350453172205438
29104,a,0.3161849022979082,0.9949494949494949
29104,h,0.34748987948744686,1.0
29105,a,0.24750559662597932,0.8397177419354839
