match_id,side,lineup_strength,known_share
29105,h,0.24223716019428496,1.0
29106,a,0.148889176986119,0.3707070707070707
29106,h,0.2130821090315227,0.9092741935483871
29107,a,0.28276191026602565,0.895959595959596
29107,h,0.24011124384057456,1.0
29108,a,0.2769654149326371,0.4339051463168517
29108,h,0.26137356204795936,0.9021190716448032
29109,a,0.26256022194002676,1.0
29109,h,0.308174507028147,0.9424242424242424
29110,a,0.22554372195455422,0.9091826437941474
29110,h,0.2641653854691796,0.8970736629667003
29111,a,0.34654575088010764,1.0
29111,h,0.1999343009078528,0.35353535353535354
29112,a,0.25276196351451397,1.0
29112,h,0.24634008741308588,1.0
29113,a,0.27738182692908936,1.0
29113,h,0.43827336202534006,0.9092741935483871
29114,a,0.26531992273685595,1.0
29114,h,0.28582829455104447,0.9091826437941474
29115,a,0.1988771615212131,0.875882946518668
29115,h,0.1824968591199931,0.47373737373737373
29116,a,0.21703087449270603,1.0
29116,h,0.27418983152349125,0.8163471241170535
29117,a,0.24127732924271236,1.0
29117,h,0.14636581374600804,0.8942598187311178
29118,a,0.2712917607377603,1.0
29118,h,0.23939198888109517,0.8336693548387096
29119,a,0.23494655142950438,1.0
29119,h,0.2913425136721977,0.9232323232323232
29120,a,0.24200169704891422,1.0
29120,h,0.26977492156195626,1.0
29121,a,0.27470660469704516,0.8316532258064516
29121,h,0.26491679952553526,0.9969788519637462
29122,a,0.2382056266521274,0.829465186680121
29122,h,0.254249994402635,0.9464646464646465
29123,a,0.33895385393619787,1.0
29123,h,0.1976961434193533,1.0
29124,a,0.203689579944549,0.3525252525252525
29124,h,0.2652571285919415,0.4536290322580645
29125,a,0.33133879726825605,0.8980827447023209
29125,h,0.3133686321485858,0.9092741935483871
29126,a,0.26901701097695574,0.8980827447023209
29126,h,0.2505120856743779,1.0
29127,a,0.15651429231008981,0.4875406283856988
29127,h,0.1680440123928757,0.8254288597376388
29128,a,0.171149620299958,0.9082661290322581
29128,h,0.25007027958002676,0.9090909090909091
29129,a,0.26102739026603117,1.0
29129,h,0.17824381542299197,0.35685483870967744
29130,a,0.19806331872854663,1.0
29130,h,0.2787400797321595,1.0
29131,a,0.2006926969908572,0.8161530286928799
29131,h,0.24950261722198402,0.9779411764705882
29132,a,0.25198708418034194,0.9090909090909091
29132,h,0.2767168221811718,0.9313131313131313
29133,a,0.22966435908383936,0.9272727272727272
29133,h,0.36628950978701014,1.0
29134,a,0.2756860546409323,1.0
29134,h,0.19152031474814202,0.8232323232323232
29135,a,0.31183961575888036,0.9090909090909091
29135,h,0.1404355900770114,0.544904137235116
29136,a,0.2425700610643706,0.41977800201816345
29136,h,0.250527520263443,1.0
29137,a,0.31663631375405016,0.9090909090909091
29137,h,0.24755876899708576,0.8888888888888888
29138,a,0.3290225708771286,1.0
29138,h,0.2201328895934213,0.8346774193548387
29139,a,0.18462000463598582,0.3565656565656566
29139,h,0.36492570705009925,0.9848790322580645
29140,a,0.2649957119779651,0.9090909090909091
29140,h,0.2555060883555727,1.0
29141,a,0.28735886756644885,1.0
29141,h,0.2461556886968491,0.9757820383451059
29142,a,0.2565525404263558,1.0
29142,h,0.2841262974662878,0.9093655589123867
29143,a,0.15052648820097045,0.4868686868686869
29143,h,0.1999889253749417,1.0
29144,a,0.22781467402361197,0.9021190716448032
29144,h,0.24679176188006383,0.49747729566094856
29145,a,0.20258892113446808,0.9090909090909091
29145,h,0.30914062278510485,0.9090909090909091
29146,a,0.26507545210582495,0.8606060606060606
29146,h,0.2889687249832461,1.0
29147,a,0.21224152861041462,0.9595959595959596
29147,h,0.14385052250620078,0.8949494949494949
29148,a,0.28949344316923464,0.8707070707070707
29148,h,0.2284894312522385,0.9222222222222223
29149,a,0.16161612875799974,0.8890010090817356
29149,h,0.17550735986912727,0.3588709677419355
29150,a,0.27953894954530406,0.9313131313131313
29150,h,0.26548387605692253,0.9090909090909091
29151,a,0.3127991430305133,0.9919191919191919
29151,h,0.2132554207103623,0.934409687184662
29152,a,0.2577706074959243,0.9091826437941474
29152,h,0.33278524549416894,0.9192734611503531
29153,a,0.26950224030984893,1.0
29153,h,0.30862984602278837,0.9090909090909091
29154,a,0.21882664237656455,0.7537840565085772
29154,h,0.20197346355976717,0.8414141414141414
29155,a,0.2565692645836464,0.9419689119170984
29155,h,0.15812357209876743,0.4803229061553986
29156,a,0.2080445476297758,1.0
29156,h,0.21842357253313704,1.0
29157,a,0.33125170201986537,0.33703329969727547
29157,h,0.27855691413242867,0.8597376387487387
