matches,model_brier,opening_brier,closing_brier,model_logloss,opening_logloss,closing_logloss,movement_corr,movement_sign_agreement
5286,0.5861,0.5747,0.5734,0.9836,0.9665,0.9644,-0.0158,0.4753
