model,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,mkt_home,mkt_draw,mkt_away,odds_source,as_of,p_home,p_draw,p_away
elo-poisson,D1,2025-05-17,Dortmund,Holstein Kiel,3,0,0.8544,0.092,0.0536,PSCH,2025-05-02,0.6984,0.1711,0.1305
gbm,D1,2025-05-17,Dortmund,Holstein Kiel,3,0,0.8544,0.092,0.0536,PSCH,2025-05-02,0.6881,0.1815,0.1305
xg-dixon-coles,D1,2025-05-17,Dortmund,Holstein Kiel,3,0,0.8544,0.092,0.0536,PSCH,2025-05-02,0.7353,0.1523,0.1124
ensemble,D1,2025-05-17,Dortmund,Holstein Kiel,3,0,0.8544,0.092,0.0536,PSCH,2025-05-02,0.7353,0.1523,0.1124
dixon-coles,D1,2025-05-17,Freiburg,Ein Frankfurt,1,3,0.4089,0.2645,0.3266,PSCH,2025-05-02,0.3456,0.2673,0.3871
elo-poisson,D1,2025-05-17,Freiburg,Ein Frankfurt,1,3,0.4089,0.2645,0.3266,PSCH,2025-05-02,0.3538,0.2456,0.4006
gbm,D1,2025-05-17,Freiburg,Ein Frankfurt,1,3,0.4089,0.2645,0.3266,PSCH,2025-05-02,0.3979,0.284,0.3181
xg-dixon-coles,D1,2025-05-17,Freiburg,Ein Frankfurt,1,3,0.4089,0.2645,0.3266,PSCH,2025-05-02,0.3562,0.2563,0.3875
ensemble,D1,2025-05-17,Freiburg,Ein Frankfurt,1,3,0.4089,0.2645,0.3266,PSCH,2025-05-02,0.3562,0.2563,0.3875
dixon-coles,D1,2025-08-22,Bayern Munich,RB Leipzig,6,0,0.7729,0.1334,0.0937,PSCH,2025-08-22,0.6498,0.1907,0.1595
elo-poisson,D1,2025-08-22,Bayern Munich,RB Leipzig,6,0,0.7729,0.1334,0.0937,PSCH,2025-08-22,0.616,0.2015,0.1824
gbm,D1,2025-08-22,Bayern Munich,RB Leipzig,6,0,0.7729,0.1334,0.0937,PSCH,2025-08-22,0.7053,0.1686,0.1261
xg-dixon-coles,D1,2025-08-22,Bayern Munich,RB Leipzig,6,0,0.7729,0.1334,0.0937,PSCH,2025-08-22,0.743,0.1515,0.1056
ensemble,D1,2025-08-22,Bayern Munich,RB Leipzig,6,0,0.7729,0.1334,0.0937,PSCH,2025-08-22,0.743,0.1515,0.1056
dixon-coles,D1,2025-08-23,Ein Frankfurt,Werder Bremen,4,1,0.599,0.2147,0.1863,PSCH,2025-08-22,0.544,0.2329,0.2231
elo-poisson,D1,2025-08-23,Ein Frankfurt,Werder Bremen,4,1,0.599,0.2147,0.1863,PSCH,2025-08-22,0.5526,0.2199,0.2276
gbm,D1,2025-08-23,Ein Frankfurt,Werder Bremen,4,1,0.599,0.2147,0.1863,PSCH,2025-08-22,0.6545,0.1765,0.169
xg-dixon-coles,D1,2025-08-23,Ein Frankfurt,Werder Bremen,4,1,0.599,0.2147,0.1863,PSCH,2025-08-22,0.5536,0.2195,0.2269
ensemble,D1,2025-08-23,Ein Frankfurt,Werder Bremen,4,1,0.599,0.2147,0.1863,PSCH,2025-08-22,0.5536,0.2195,0.2269
dixon-coles,D1,2025-08-23,Freiburg,Augsburg,1,3,0.4958,0.2677,0.2365,PSCH,2025-08-22,0.4875,0.2734,0.2391
elo-poisson,D1,2025-08-23,Freiburg,Augsburg,1,3,0.4958,0.2677,0.2365,PSCH,2025-08-22,0.528,0.2257,0.2463
gbm,D1,2025-08-23,Freiburg,Augsburg,1,3,0.4958,0.2677,0.2365,PSCH,2025-08-22,0.5856,0.2048,0.2096
xg-dixon-coles,D1,2025-08-23,Freiburg,Augsburg,1,3,0.4958,0.2677,0.2365,PSCH,2025-08-22,0.5082,0.2624,0.2294
ensemble,D1,2025-08-23,Freiburg,Augsburg,1,3,0.4958,0.2677,0.2365,PSCH,2025-08-22,0.5082,0.2624,0.2294
dixon-coles,D1,2025-08-23,Heidenheim,Wolfsburg,1,3,0.3426,0.2804,0.3771,PSCH,2025-08-22,0.3197,0.2753,0.4051
elo-poisson,D1,2025-08-23,Heidenheim,Wolfsburg,1,3,0.3426,0.2804,0.3771,PSCH,2025-08-22,0.3545,0.2443,0.4012
gbm,D1,2025-08-23,Heidenheim,Wolfsburg,1,3,0.3426,0.2804,0.3771,PSCH,2025-08-22,0.37,0.2444,0.3855
xg-dixon-coles,D1,2025-08-23,Heidenheim,Wolfsburg,1,3,0.3426,0.2804,0.3771,PSCH,2025-08-22,0.3274,0.2645,0.4082
ensemble,D1,2025-08-23,Heidenheim,Wolfsburg,1,3,0.3426,0.2804,0.3771,PSCH,2025-08-22,0.3274,0.2645,0.4082
dixon-coles,D1,2025-08-23,Leverkusen,Hoffenheim,1,2,0.5515,0.2284,0.2201,PSCH,2025-08-22,0.7308,0.159,0.1101
elo-poisson,D1,2025-08-23,Leverkusen,Hoffenheim,1,2,0.5515,0.2284,0.2201,PSCH,2025-08-22,0.77,0.1396,0.0904
gbm,D1,2025-08-23,Leverkusen,Hoffenheim,1,2,0.5515,0.2284,0.2201,PSCH,2025-08-22,0.582,0.2281,0.1899
xg-dixon-coles,D1,2025-08-23,Leverkusen,Hoffenheim,1,2,0.5515,0.2284,0.2201,PSCH,2025-08-22,0.7098,0.1699,0.1203
ensemble,D1,2025-08-23,Leverkusen,Hoffenheim,1,2,0.5515,0.2284,0.2201,PSCH,2025-08-22,0.7098,0.1699,0.1203
dixon-coles,D1,2025-08-23,Union Berlin,Stuttgart,2,1,0.2296,0.251,0.5194,PSCH,2025-08-22,0.2693,0.2728,0.4579
elo-poisson,D1,2025-08-23,Union Berlin,Stuttgart,2,1,0.2296,0.251,0.5194,PSCH,2025-08-22,0.2649,0.2342,0.5009
gbm,D1,2025-08-23,Union Berlin,Stuttgart,2,1,0.2296,0.251,0.5194,PSCH,2025-08-22,0.2211,0.2206,0.5584
xg-dixon-coles,D1,2025-08-23,Union Berlin,Stuttgart,2,1,0.2296,0.251,0.5194,PSCH,2025-08-22,0.2585,0.2503,0.4912
ensemble,D1,2025-08-23,Union Berlin,Stuttgart,2,1,0.2296,0.251,0.5194,PSCH,2025-08-22,0.2585,0.2503,0.4912
dixon-coles,D1,2025-08-23,St Pauli,Dortmund,3,3,0.2352,0.2668,0.498,PSCH,2025-08-22,0.2107,0.2559,0.5334
elo-poisson,D1,2025-08-23,St Pauli,Dortmund,3,3,0.2352,0.2668,0.498,PSCH,2025-08-22,0.2264,0.2244,0.5492
gbm,D1,2025-08-23,St Pauli,Dortmund,3,3,0.2352,0.2668,0.498,PSCH,2025-08-22,0.2174,0.2086,0.574
xg-dixon-coles,D1,2025-08-23,St Pauli,Dortmund,3,3,0.2352,0.2668,0.498,PSCH,2025-08-22,0.2305,0.2496,0.5199
ensemble,D1,2025-08-23,St Pauli,Dortmund,3,3,0.2352,0.2668,0.498,PSCH,2025-08-22,0.2305,0.2496,0.5199
dixon-coles,D1,2025-08-24,Mainz,FC Koln,0,1,0.5036,0.2606,0.2359,PSCH,2025-08-22,0.5437,0.2675,0.1888
elo-poisson,D1,2025-08-24,Mainz,FC Koln,0,1,0.5036,0.2606,0.2359,PSCH,2025-08-22,0.5857,0.2108,0.2034
gbm,D1,2025-08-24,Mainz,FC Koln,0,1,0.5036,0.2606,0.2359,PSCH,2025-08-22,0.6605,0.1545,0.185
xg-dixon-coles,D1,2025-08-24,Mainz,FC Koln,0,1,0.5036,0.2606,0.2359,PSCH,2025-08-22,0.5733,0.2465,0.1802
ensemble,D1,2025-08-24,Mainz,FC Koln,0,1,0.5036,0.2606,0.2359,PSCH,2025-08-22,0.5733,0.2465,0.1802
dixon-coles,D1,2025-08-24,M'gladbach,Hamburg,0,0,0.517,0.2418,0.2412,PSCH,2025-08-22,0.5112,0.2211,0.2677
elo-poisson,D1,2025-08-24,M'gladbach,Hamburg,0,0,0.517,0.2418,0.2412,PSCH,2025-08-22,0.418,0.2425,0.3394
gbm,D1,2025-08-24,M'gladbach,Hamburg,0,0,0.517,0.2418,0.2412,PSCH,2025-08-22,0.3146,0.2357,0.4497
xg-dixon-coles,D1,2025-08-24,M'gladbach,Hamburg,0,0,0.517,0.2418,0.2412,PSCH,2025-08-22,0.4892,0.2163,0.2945
ensemble,D1,2025-08-24,M'gladbach,Hamburg,0,0,0.517,0.2418,0.2412,PSCH,2025-08-22,0.4892,0.2163,0.2945
dixon-coles,D1,2025-08-29,Hamburg,St Pauli,0,2,0.3905,0.3057,0.3038,PSCH,2025-08-22,0.4334,0.2795,0.287
elo-poisson,D1,2025-08-29,Hamburg,St Pauli,0,2,0.3905,0.3057,0.3038,PSCH,2025-08-22,0.505,0.2305,0.2645
gbm,D1,2025-08-29,Hamburg,St Pauli,0,2,0.3905,0.3057,0.3038,PSCH,2025-08-22,0.5523,0.2345,0.2132
xg-dixon-coles,D1,2025-08-29,Hamburg,St Pauli,0,2,0.3905,0.3057,0.3038,PSCH,2025-08-22,0.4454,0.2628,0.2918
ensemble,D1,2025-08-29,Hamburg,St Pauli,0,2,0.3905,0.3057,0.3038,PSCH,2025-08-22,0.4454,0.2628,0.2918
dixon-coles,D1,2025-08-30,Augsburg,Bayern Munich,2,3,0.0996,0.1551,0.7453,PSCH,2025-08-22,0.1118,0.1775,0.7106
elo-poisson,D1,2025-08-30,Augsburg,Bayern Munich,2,3,0.0996,0.1551,0.7453,PSCH,2025-08-22,0.1406,0.1859,0.6735
gbm,D1,2025-08-30,Augsburg,Bayern Munich,2,3,0.0996,0.1551,0.7453,PSCH,2025-08-22,0.1904,0.1601,0.6495
xg-dixon-coles,D1,2025-08-30,Augsburg,Bayern Munich,2,3,0.0996,0.1551,0.7453,PSCH,2025-08-22,0.1055,0.1749,0.7196
ensemble,D1,2025-08-30,Augsburg,Bayern Munich,2,3,0.0996,0.1551,0.7453,PSCH,2025-08-22,0.1055,0.1749,0.7196
dixon-coles,D1,2025-08-30,Werder Bremen,Leverkusen,3,3,0.269,0.2482,0.4828,PSCH,2025-08-22,0.2155,0.2312,0.5533
elo-poisson,D1,2025-08-30,Werder Bremen,Leverkusen,3,3,0.269,0.2482,0.4828,PSCH,2025-08-22,0.2116,0.2195,0.5689
gbm,D1,2025-08-30,Werder Bremen,Leverkusen,3,3,0.269,0.2482,0.4828,PSCH,2025-08-22,0.365,0.2471,0.3879
xg-dixon-coles,D1,2025-08-30,Werder Bremen,Leverkusen,3,3,0.269,0.2482,0.4828,PSCH,2025-08-22,0.2516,0.2392,0.5092
ensemble,D1,2025-08-30,Werder Bremen,Leverkusen,3,3,0.269,0.2482,0.4828,PSCH,2025-08-22,0.2516,0.2392,0.5092
dixon-coles,D1,2025-08-30,Stuttgart,M'gladbach,1,0,0.6099,0.2004,0.1897,PSCH,2025-08-22,0.5554,0.2173,0.2273
elo-poisson,D1,2025-08-30,Stuttgart,M'gladbach,1,0,0.6099,0.2004,0.1897,PSCH,2025-08-22,0.5795,0.2126,0.2079
gbm,D1,2025-08-30,Stuttgart,M'gladbach,1,0,0.6099,0.2004,0.1897,PSCH,2025-08-22,0.7012,0.1684,0.1304
xg-dixon-coles,D1,2025-08-30,Stuttgart,M'gladbach,1,0,0.6099,0.2004,0.1897,PSCH,2025-08-22,0.6295,0.188,0.1826
ensemble,D1,2025-08-30,Stuttgart,M'gladbach,1,0,0.6099,0.2004,0.1897,PSCH,2025-08-22,0.6295,0.188,0.1826
dixon-coles,D1,2025-08-30,RB Leipzig,Heidenheim,2,0,0.6519,0.1945,0.1536,PSCH,2025-08-22,0.6548,0.2082,0.137
elo-poisson,D1,2025-08-30,RB Leipzig,Heidenheim,2,0,0.6519,0.1945,0.1536,PSCH,2025-08-22,0.6661,0.184,0.1499
gbm,D1,2025-08-30,RB Leipzig,Heidenheim,2,0,0.6519,0.1945,0.1536,PSCH,2025-08-22,0.4969,0.262,0.241
xg-dixon-coles,D1,2025-08-30,RB Leipzig,Heidenheim,2,0,0.6519,0.1945,0.1536,PSCH,2025-08-22,0.6146,0.2127,0.1726
ensemble,D1,2025-08-30,RB Leipzig,Heidenheim,2,0,0.6519,0.1945,0.1536,PSCH,2025-08-22,0.6146,0.2127,0.1726
dixon-coles,D1,2025-08-30,Hoffenheim,Ein Frankfurt,1,3,0.3535,0.2543,0.3922,PSCH,2025-08-22,0.3057,0.2358,0.4585
elo-poisson,D1,2025-08-30,Hoffenheim,Ein Frankfurt,1,3,0.3535,0.2543,0.3922,PSCH,2025-08-22,0.2601,0.2332,0.5067
gbm,D1,2025-08-30,Hoffenheim,Ein Frankfurt,1,3,0.3535,0.2543,0.3922,PSCH,2025-08-22,0.27,0.1978,0.5322
xg-dixon-coles,D1,2025-08-30,Hoffenheim,Ein Frankfurt,1,3,0.3535,0.2543,0.3922,PSCH,2025-08-22,0.2915,0.2267,0.4818
ensemble,D1,2025-08-30,Hoffenheim,Ein Frankfurt,1,3,0.3535,0.2543,0.3922,PSCH,2025-08-22,0.2915,0.2267,0.4818
dixon-coles,D1,2025-08-31,FC Koln,Freiburg,4,1,0.3746,0.2848,0.3406,PSCH,2025-08-22,0.3142,0.2909,0.3949
elo-poisson,D1,2025-08-31,FC Koln,Freiburg,4,1,0.3746,0.2848,0.3406,PSCH,2025-08-22,0.3386,0.2436,0.4178
gbm,D1,2025-08-31,FC Koln,Freiburg,4,1,0.3746,0.2848,0.3406,PSCH,2025-08-22,0.3893,0.2643,0.3464
xg-dixon-coles,D1,2025-08-31,FC Koln,Freiburg,4,1,0.3746,0.2848,0.3406,PSCH,2025-08-22,0.3112,0.2805,0.4083
ensemble,D1,2025-08-31,FC Koln,Freiburg,4,1,0.3746,0.2848,0.3406,PSCH,2025-08-22,0.3112,0.2805,0.4083
dixon-coles,D1,2025-08-31,Dortmund,Union Berlin,3,0,0.6857,0.1828,0.1315,PSCH,2025-08-22,0.6636,0.2033,0.1331
elo-poisson,D1,2025-08-31,Dortmund,Union Berlin,3,0,0.6857,0.1828,0.1315,PSCH,2025-08-22,0.6823,0.1778,0.1399
gbm,D1,2025-08-31,Dortmund,Union Berlin,3,0,0.6857,0.1828,0.1315,PSCH,2025-08-22,0.6906,0.1653,0.1441
xg-dixon-coles,D1,2025-08-31,Dortmund,Union Berlin,3,0,0.6857,0.1828,0.1315,PSCH,2025-08-22,0.6557,0.1996,0.1446
ensemble,D1,2025-08-31,Dortmund,Union Berlin,3,0,0.6857,0.1828,0.1315,PSCH,2025-08-22,0.6557,0.1996,0.1446
dixon-coles,D1,2025-08-31,Wolfsburg,Mainz,1,1,0.4565,0.2664,0.277,PSCH,2025-08-22,0.3831,0.2796,0.3372
elo-poisson,D1,2025-08-31,Wolfsburg,Mainz,1,1,0.4565,0.2664,0.277,PSCH,2025-08-22,0.3666,0.2444,0.389
gbm,D1,2025-08-31,Wolfsburg,Mainz,1,1,0.4565,0.2664,0.277,PSCH,2025-08-22,0.3888,0.2462,0.3651
xg-dixon-coles,D1,2025-08-31,Wolfsburg,Mainz,1,1,0.4565,0.2664,0.277,PSCH,2025-08-22,0.3722,0.2649,0.3629
ensemble,D1,2025-08-31,Wolfsburg,Mainz,1,1,0.4565,0.2664,0.277,PSCH,2025-08-22,0.3722,0.2649,0.3629
dixon-coles,D1,2025-09-12,Leverkusen,Ein Frankfurt,3,1,0.444,0.2559,0.3001,PSCH,2025-08-22,0.5774,0.223,0.1996
elo-poisson,D1,2025-09-12,Leverkusen,Ein Frankfurt,3,1,0.444,0.2559,0.3001,PSCH,2025-08-22,0.5868,0.2105,0.2026
gbm,D1,2025-09-12,Leverkusen,Ein Frankfurt,3,1,0.444,0.2559,0.3001,PSCH,2025-08-22,0.5044,0.2188,0.2768
xg-dixon-coles,D1,2025-09-12,Leverkusen,Ein Frankfurt,3,1,0.444,0.2559,0.3001,PSCH,2025-08-22,0.5493,0.225,0.2257
ensemble,D1,2025-09-12,Leverkusen,Ein Frankfurt,3,1,0.444,0.2559,0.3001,PSCH,2025-08-22,0.5493,0.225,0.2257
dixon-coles,D1,2025-09-13,Bayern Munich,Hamburg,5,0,0.8953,0.0586,0.046,PSCH,2025-08-22,0.843,0.0991,0.0579
elo-poisson,D1,2025-09-13,Bayern Munich,Hamburg,5,0,0.8953,0.0586,0.046,PSCH,2025-08-22,0.749,0.1495,0.1016
gbm,D1,2025-09-13,Bayern Munich,Hamburg,5,0,0.8953,0.0586,0.046,PSCH,2025-08-22,0.6386,0.2084,0.153
xg-dixon-coles,D1,2025-09-13,Bayern Munich,Hamburg,5,0,0.8953,0.0586,0.046,PSCH,2025-08-22,0.8549,0.0925,0.0525
ensemble,D1,2025-09-13,Bayern Munich,Hamburg,5,0,0.8953,0.0586,0.046,PSCH,2025-08-22,0.8549,0.0925,0.0525
dixon-coles,D1,2025-09-13,Freiburg,Stuttgart,3,1,0.3657,0.2779,0.3563,PSCH,2025-08-22,0.3383,0.2569,0.4048
elo-poisson,D1,2025-09-13,Freiburg,Stuttgart,3,1,0.3657,0.2779,0.3563,PSCH,2025-08-22,0.357,0.2443,0.3987
gbm,D1,2025-09-13,Freiburg,Stuttgart,3,1,0.3657,0.2779,0.3563,PSCH,2025-08-22,0.3107,0.255,0.4343
xg-dixon-coles,D1,2025-09-13,Freiburg,Stuttgart,3,1,0.3657,0.2779,0.3563,PSCH,2025-08-22,0.3306,0.2421,0.4273
ensemble,D1,2025-09-13,Freiburg,Stuttgart,3,1,0.3657,0.2779,0.3563,PSCH,2025-08-22,0.3306,0.2421,0.4273
dixon-coles,D1,2025-09-13,Heidenheim,Dortmund,0,2,0.1814,0.2133,0.6053,PSCH,2025-08-22,0.1897,0.2172,0.593
elo-poisson,D1,2025-09-13,Heidenheim,Dortmund,0,2,0.1814,0.2133,0.6053,PSCH,2025-08-22,0.2126,0.2198,0.5676
gbm,D1,2025-09-13,Heidenheim,Dortmund,0,2,0.1814,0.2133,0.6053,PSCH,2025-08-22,0.2178,0.2089,0.5733
xg-dixon-coles,D1,2025-09-13,Heidenheim,Dortmund,0,2,0.1814,0.2133,0.6053,PSCH,2025-08-22,0.1993,0.2129,0.5878
ensemble,D1,2025-09-13,Heidenheim,Dortmund,0,2,0.1814,0.2133,0.6053,PSCH,2025-08-22,0.1993,0.2129,0.5878
dixon-coles,D1,2025-09-13,Mainz,RB Leipzig,0,1,0.4039,0.2569,0.3392,PSCH,2025-08-22,0.3369,0.2758,0.3873
elo-poisson,D1,2025-09-13,Mainz,RB Leipzig,0,1,0.4039,0.2569,0.3392,PSCH,2025-08-22,0.3743,0.2444,0.3813
gbm,D1,2025-09-13,Mainz,RB Leipzig,0,1,0.4039,0.2569,0.3392,PSCH,2025-08-22,0.4878,0.2318,0.2804
xg-dixon-coles,D1,2025-09-13,Mainz,RB Leipzig,0,1,0.4039,0.2569,0.3392,PSCH,2025-08-22,0.4313,0.2527,0.3159
ensemble,D1,2025-09-13,Mainz,RB Leipzig,0,1,0.4039,0.2569,0.3392,PSCH,2025-08-22,0.4313,0.2527,0.3159
dixon-coles,D1,2025-09-13,Union Berlin,Hoffenheim,2,4,0.3309,0.2845,0.3846,PSCH,2025-08-22,0.3957,0.2719,0.3323
elo-poisson,D1,2025-09-13,Union Berlin,Hoffenheim,2,4,0.3309,0.2845,0.3846,PSCH,2025-08-22,0.4204,0.2424,0.3373
gbm,D1,2025-09-13,Union Berlin,Hoffenheim,2,4,0.3309,0.2845,0.3846,PSCH,2025-08-22,0.4791,0.2408,0.28
xg-dixon-coles,D1,2025-09-13,Union Berlin,Hoffenheim,2,4,0.3309,0.2845,0.3846,PSCH,2025-08-22,0.419,0.2637,0.3173
ensemble,D1,2025-09-13,Union Berlin,Hoffenheim,2,4,0.3309,0.2845,0.3846,PSCH,2025-08-22,0.419,0.2637,0.3173
dixon-coles,D1,2025-09-13,Wolfsburg,FC Koln,3,3,0.4933,0.2619,0.2448,PSCH,2025-08-22,0.5195,0.2672,0.2134
elo-poisson,D1,2025-09-13,Wolfsburg,FC Koln,3,3,0.4933,0.2619,0.2448,PSCH,2025-08-22,0.5105,0.2294,0.2601
gbm,D1,2025-09-13,Wolfsburg,FC Koln,3,3,0.4933,0.2619,0.2448,PSCH,2025-08-22,0.4421,0.2118,0.3461
xg-dixon-coles,D1,2025-09-13,Wolfsburg,FC Koln,3,3,0.4933,0.2619,0.2448,PSCH,2025-08-22,0.5209,0.259,0.2201
ensemble,D1,2025-09-13,Wolfsburg,FC Koln,3,3,0.4933,0.2619,0.2448,PSCH,2025-08-22,0.5209,0.259,0.2201
dixon-coles,D1,2025-09-14,M'gladbach,Werder Bremen,0,4,0.4742,0.2382,0.2876,PSCH,2025-08-22,0.4515,0.2419,0.3066
elo-poisson,D1,2025-09-14,M'gladbach,Werder Bremen,0,4,0.4742,0.2382,0.2876,PSCH,2025-08-22,0.3887,0.2441,0.3671
gbm,D1,2025-09-14,M'gladbach,Werder Bremen,0,4,0.4742,0.2382,0.2876,PSCH,2025-08-22,0.3415,0.239,0.4195
xg-dixon-coles,D1,2025-09-14,M'gladbach,Werder Bremen,0,4,0.4742,0.2382,0.2876,PSCH,2025-08-22,0.4171,0.2368,0.346
ensemble,D1,2025-09-14,M'gladbach,Werder Bremen,0,4,0.4742,0.2382,0.2876,PSCH,2025-08-22,0.4171,0.2368,0.346
dixon-coles,D1,2025-09-14,St Pauli,Augsburg,2,1,0.4365,0.2932,0.2704,PSCH,2025-08-22,0.3921,0.3229,0.285
elo-poisson,D1,2025-09-14,St Pauli,Augsburg,2,1,0.4365,0.2932,0.2704,PSCH,2025-08-22,0.4265,0.2418,0.3316
gbm,D1,2025-09-14,St Pauli,Augsburg,2,1,0.4365,0.2932,0.2704,PSCH,2025-08-22,0.4671,0.2477,0.2852
xg-dixon-coles,D1,2025-09-14,St Pauli,Augsburg,2,1,0.4365,0.2932,0.2704,PSCH,2025-08-22,0.4081,0.3095,0.2824
ensemble,D1,2025-09-14,St Pauli,Augsburg,2,1,0.4365,0.2932,0.2704,PSCH,2025-08-22,0.4081,0.3095,0.2824
dixon-coles,D1,2025-09-19,Stuttgart,St Pauli,2,0,0.54,0.2376,0.2224,PSCH,2025-09-19,0.5344,0.2615,0.2041
elo-poisson,D1,2025-09-19,Stuttgart,St Pauli,2,0,0.54,0.2376,0.2224,PSCH,2025-09-19,0.5673,0.216,0.2167
gbm,D1,2025-09-19,Stuttgart,St Pauli,2,0,0.54,0.2376,0.2224,PSCH,2025-09-19,0.6689,0.1854,0.1457
xg-dixon-coles,D1,2025-09-19,Stuttgart,St Pauli,2,0,0.54,0.2376,0.2224,PSCH,2025-09-19,0.5573,0.2428,0.1999
ensemble,D1,2025-09-19,Stuttgart,St Pauli,2,0,0.54,0.2376,0.2224,PSCH,2025-09-19,0.5573,0.2428,0.1999
dixon-coles,D1,2025-09-20,RB Leipzig,FC Koln,3,1,0.4981,0.249,0.2529,PSCH,2025-09-19,0.6039,0.2339,0.1622
elo-poisson,D1,2025-09-20,RB Leipzig,FC Koln,3,1,0.4981,0.249,0.2529,PSCH,2025-09-19,0.6164,0.2015,0.1821
gbm,D1,2025-09-20,RB Leipzig,FC Koln,3,1,0.4981,0.249,0.2529,PSCH,2025-09-19,0.4097,0.2735,0.3168
xg-dixon-coles,D1,2025-09-20,RB Leipzig,FC Koln,3,1,0.4981,0.249,0.2529,PSCH,2025-09-19,0.5458,0.2429,0.2113
ensemble,D1,2025-09-20,RB Leipzig,FC Koln,3,1,0.4981,0.249,0.2529,PSCH,2025-09-19,0.5458,0.2429,0.2113
dixon-coles,D1,2025-09-20,Werder Bremen,Freiburg,0,3,0.3873,0.2642,0.3485,PSCH,2025-09-19,0.4501,0.2503,0.2996
elo-poisson,D1,2025-09-20,Werder Bremen,Freiburg,0,3,0.3873,0.2642,0.3485,PSCH,2025-09-19,0.4632,0.2375,0.2993
gbm,D1,2025-09-20,Werder Bremen,Freiburg,0,3,0.3873,0.2642,0.3485,PSCH,2025-09-19,0.498,0.2297,0.2723
xg-dixon-coles,D1,2025-09-20,Werder Bremen,Freiburg,0,3,0.3873,0.2642,0.3485,PSCH,2025-09-19,0.4474,0.2441,0.3085
ensemble,D1,2025-09-20,Werder Bremen,Freiburg,0,3,0.3873,0.2642,0.3485,PSCH,2025-09-19,0.4474,0.2441,0.3085
dixon-coles,D1,2025-09-20,Hoffenheim,Bayern Munich,1,4,0.1159,0.1508,0.7333,PSCH,2025-09-19,0.1147,0.1452,0.7401
elo-poisson,D1,2025-09-20,Hoffenheim,Bayern Munich,1,4,0.1159,0.1508,0.7333,PSCH,2025-09-19,0.1416,0.186,0.6724
gbm,D1,2025-09-20,Hoffenheim,Bayern Munich,1,4,0.1159,0.1508,0.7333,PSCH,2025-09-19,0.1893,0.1498,0.6609
xg-dixon-coles,D1,2025-09-20,Hoffenheim,Bayern Munich,1,4,0.1159,0.1508,0.7333,PSCH,2025-09-19,0.1009,0.1424,0.7568
ensemble,D1,2025-09-20,Hoffenheim,Bayern Munich,1,4,0.1159,0.1508,0.7333,PSCH,2025-09-19,0.1009,0.1424,0.7568
dixon-coles,D1,2025-09-20,Hamburg,Heidenheim,2,1,0.5173,0.25,0.2327,PSCH,2025-09-19,0.485,0.2502,0.2648
elo-poisson,D1,2025-09-20,Hamburg,Heidenheim,2,1,0.5173,0.25,0.2327,PSCH,2025-09-19,0.5206,0.2273,0.2521
gbm,D1,2025-09-20,Hamburg,Heidenheim,2,1,0.5173,0.25,0.2327,PSCH,2025-09-19,0.5331,0.2179,0.249
xg-dixon-coles,D1,2025-09-20,Hamburg,Heidenheim,2,1,0.5173,0.25,0.2327,PSCH,2025-09-19,0.5292,0.2339,0.2369
ensemble,D1,2025-09-20,Hamburg,Heidenheim,2,1,0.5173,0.25,0.2327,PSCH,2025-09-19,0.5292,0.2339,0.2369
dixon-coles,D1,2025-09-20,Augsburg,Mainz,1,4,0.3538,0.2845,0.3617,PSCH,2025-09-19,0.3185,0.2987,0.3829
elo-poisson,D1,2025-09-20,Augsburg,Mainz,1,4,0.3538,0.2845,0.3617,PSCH,2025-09-19,0.3399,0.2435,0.4166
gbm,D1,2025-09-20,Augsburg,Mainz,1,4,0.3538,0.2845,0.3617,PSCH,2025-09-19,0.3448,0.2112,0.444
xg-dixon-coles,D1,2025-09-20,Augsburg,Mainz,1,4,0.3538,0.2845,0.3617,PSCH,2025-09-19,0.3003,0.2841,0.4156
ensemble,D1,2025-09-20,Augsburg,Mainz,1,4,0.3538,0.2845,0.3617,PSCH,2025-09-19,0.3003,0.2841,0.4156
dixon-coles,D1,2025-09-21,Ein Frankfurt,Union Berlin,3,4,0.5866,0.221,0.1924,PSCH,2025-09-19,0.5927,0.2371,0.1702
elo-poisson,D1,2025-09-21,Ein Frankfurt,Union Berlin,3,4,0.5866,0.221,0.1924,PSCH,2025-09-19,0.6691,0.183,0.1479
gbm,D1,2025-09-21,Ein Frankfurt,Union Berlin,3,4,0.5866,0.221,0.1924,PSCH,2025-09-19,0.6754,0.1812,0.1434
xg-dixon-coles,D1,2025-09-21,Ein Frankfurt,Union Berlin,3,4,0.5866,0.221,0.1924,PSCH,2025-09-19,0.6131,0.2184,0.1684
ensemble,D1,2025-09-21,Ein Frankfurt,Union Berlin,3,4,0.5866,0.221,0.1924,PSCH,2025-09-19,0.6131,0.2184,0.1684
dixon-coles,D1,2025-09-21,Leverkusen,M'gladbach,1,1,0.6211,0.2163,0.1626,PSCH,2025-09-19,0.6875,0.1812,0.1313
elo-poisson,D1,2025-09-21,Leverkusen,M'gladbach,1,1,0.6211,0.2163,0.1626,PSCH,2025-09-19,0.7571,0.1458,0.0971
gbm,D1,2025-09-21,Leverkusen,M'gladbach,1,1,0.6211,0.2163,0.1626,PSCH,2025-09-19,0.5272,0.2793,0.1934
xg-dixon-coles,D1,2025-09-21,Leverkusen,M'gladbach,1,1,0.6211,0.2163,0.1626,PSCH,2025-09-19,0.6731,0.1884,0.1386
